"entry_id","site_id","channel_id","author_id","forum_topic_id","ip_address","title","url_title","status","status_id","versioning_enabled","view_count_one","view_count_two","view_count_three","view_count_four","allow_comments","sticky","entry_date","year","month","day","expiration_date","comment_expiration_date","edit_date","recent_comment_date","comment_total","description","price","class","photo","inventory","inventory_main","inventory_tx","inventory_nc","weight","in_transit_qty_main","manufactuers_lead_time","on_order_po_main","max_product_discount","price_3","um","inventory_ca","po_req_date_main","buyer","on_order_po_nc","on_order_po_tx","on_order_po_ca","in_transit_qty_nc","in_transit_qty_tx","in_transit_qty_ca","po_req_date_tx","po_req_date_nc","po_req_date_ca","height","width","length","category_product_categories",
"93695","1","37","1","","0","01-00631","01-00631","open","1","n","0","0","0","0","n","n","1579570764","2020","01","20","0","0","1675045882","","0","use KV70-006 CEK58 ^AIR/OIL SEPARATOR","72.5","AS","","15","0","0","0","6","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93696","1","37","1","","0","01-00632","01-00632","open","1","n","0","0","0","0","n","n","1579570768","2020","01","20","0","0","1674989262","","0","1619-6248-00 ^AIR/OIL SEPARATOR","61.5","AS","","0","0","0","0","6","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93697","1","37","1","","0","01-00641","01-00641","open","1","n","0","0","0","0","n","n","1579570772","2020","01","20","0","0","1675046439","","0","use KV70-050 CEIR89EP ^AIR/OIL SEPARATOR","142.75","AS","","3","0","0","0","7","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93698","1","37","1","","0","01-00651","01-00651","open","1","n","0","0","0","0","n","n","1579570776","2020","01","20","0","0","1675033825","","0","1613-8397-00 ^AIR/OIL SEPARATOR","71.25","AS","","14","0","0","0","9","0","0","0","25","0","EACH","0","","STOCK","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93699","1","37","1","","0","01-00652","01-00652","open","1","n","0","0","0","0","n","n","1579570780","2020","01","20","0","0","1674989490","","0","1311 1251 00 ^ AIR/OIL SEPARATOR","78","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93700","1","37","1","","0","01-00657","01-00657","open","1","n","0","0","0","0","n","n","1579570785","2020","01","20","0","0","1674991517","","0","561450 ^AIR/OIL SEPARATOR","108.25","AS","","0","0","0","0","15","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93701","1","37","1","","0","01-00661","01-00661","open","1","n","0","0","0","0","n","n","1579570789","2020","01","20","0","0","1675014469","","0","CEJ85 ^AIR/OIL SEPARATOR","139.75","AS","","0","0","0","0","11","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93702","1","37","1","","0","01-00671","01-00671","open","1","n","0","0","0","0","n","n","1579570793","2020","01","20","0","0","1675038383","","0","561258 ^AIR/OIL SEPARATOR","60.25","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93703","1","37","1","","0","01-00681","01-00681","open","1","n","0","0","0","0","n","n","1579570797","2020","01","20","0","0","1675005986","","0","98262/8045 ^AIR/OIL SEPARATOR","84.5","AS","","2","0","0","1","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93704","1","37","1","","0","01-00691","01-00691","closed","2","n","0","0","0","0","n","n","1579570801","2020","01","20","0","0","1673926613","","0","01-00691","0","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93705","1","37","1","","0","01-00701","01-00701","open","1","n","0","0","0","0","n","n","1579570806","2020","01","20","0","0","1675029859","","0","use KV70-032 40100011 ^AIR/OIL SEPARATOR KV70-032","58.75","AS","","2","0","0","0","5","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93706","1","37","1","","0","01-00722","01-00722","closed","2","n","0","0","0","0","n","n","1579570810","2020","01","20","0","0","1675000050","","0","22-1056 ^AIR/OIL SEPARATOR use kv155-016","62","AS","","17","0","0","0","5","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93707","1","37","1","","0","01-00761","01-00761","open","1","n","0","0","0","0","n","n","1579570815","2020","01","20","0","0","1675042266","","0","43-784 ^AIR/OIL SEPARATOR","82.25","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93708","1","37","1","","0","01-00791","01-00791","open","1","n","0","0","0","0","n","n","1579570822","2020","01","20","0","0","1675027960","","0","KV80-002 ^AIR/OIL SEPARATOR","72","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93709","1","37","1","","0","01-00804","01-00804","open","1","n","0","0","0","0","n","n","1579570834","2020","01","20","0","0","1674987876","","0","use KV60-001 CEJ86 ^AIR/OIL SEPARATOR","80.25","AS","","3","0","0","0","9","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93710","1","37","1","","0","01-00821","01-00821","closed","2","n","0","0","0","0","n","n","1579570838","2020","01","20","0","0","1675028999","","0","^AIR/OIL SEPARATOR USE KV80-003","73","AS","","0","0","0","0","6","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93711","1","37","1","","0","01-00822","01-00822","closed","2","n","0","0","0","0","n","n","1579570842","2020","01","20","0","0","1673926613","","0","01-00822","0","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93712","1","37","1","","0","01-00823","01-00823","open","1","n","0","0","0","0","n","n","1579570847","2020","01","20","0","0","1675009102","","0","KV90-016 ^AIR/OIL SEPARATOR","70.25","AS","","0","0","0","0","6","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93713","1","37","1","","0","01-00824","01-00824","open","1","n","0","0","0","0","n","n","1579570851","2020","01","20","0","0","1675023340","","0","use KV95-034 172.00201 ^AIR/OIL SEPARATOR*SEE NOTES*","74.75","AS","","23","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93714","1","37","1","","0","01-00825","01-00825","open","1","n","0","0","0","0","n","n","1579570855","2020","01","20","0","0","1675040344","","0","43-1106 ^EXTREME AIR/OIL SEPARATOR","89","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93715","1","37","1","","0","01-00831","01-00831","open","1","n","0","0","0","0","n","n","1579570865","2020","01","20","0","0","1675018971","","0","1101-4 AIR/OIL SEPARATOR","79.5","AS","","0","1","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93716","1","37","1","","0","01-00841","01-00841","closed","2","n","0","0","0","0","n","n","1579570869","2020","01","20","0","0","1675033690","","0","CEW511 ^AIR/OIL SEPARATOR  (use KV100-002)","118.75","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93717","1","37","1","","0","01-00851","01-00851","closed","2","n","0","0","0","0","n","n","1579570873","2020","01","20","0","0","1673926613","","0","01-00851","0","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93718","1","37","1","","0","01-00852","01-00852","open","1","n","0","0","0","0","n","n","1579570877","2020","01","20","0","0","1674996664","","0","D48772(NO ^HOLES) AIR/OIL SEPARATOR","91.25","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93719","1","37","1","","0","01-00853","01-00853","open","1","n","0","0","0","0","n","n","1579570881","2020","01","20","0","0","1675046383","","0","011419 ^AIR/OIL SEPARATOR","69.25","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93720","1","37","1","","0","01-00862","01-00862","open","1","n","0","0","0","0","n","n","1579570885","2020","01","20","0","0","1675007930","","0","^AIR/OIL SEPARATOR","72","AS","","2","0","0","0","6","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93721","1","37","1","","0","01-00865","01-00865","closed","2","n","0","0","0","0","n","n","1579570890","2020","01","20","0","0","1673926613","","0","01-00865","0","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93722","1","37","1","","0","01-00881","01-00881","open","1","n","0","0","0","0","n","n","1579570894","2020","01","20","0","0","1675056563","","0","use KV88-001 AIR/OIL SEPARATOR","180.5","AS","","0","0","0","0","15","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93723","1","37","1","","0","01-00882","01-00882","open","1","n","0","0","0","0","n","n","1579570898","2020","01","20","0","0","1675028282","","0","0051001 ^AIR/OIL SEPARATOR","138.75","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93724","1","37","1","","0","01-00884","01-00884","open","1","n","0","0","0","0","n","n","1579570902","2020","01","20","0","0","1675044001","","0","4023.5101.2 ^AIR/OIL SEPARATOR","79","AS","","0","0","0","0","6","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93725","1","37","1","","0","01-00901","01-00901","open","1","n","0","0","0","0","n","n","1579570906","2020","01","20","0","0","1675028007","","0","1156531 ^AIR/OIL SEPARATOR","66.5","AS","","1","0","0","1","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93726","1","37","1","","0","01-00911","01-00911","closed","2","n","0","0","0","0","n","n","1579570910","2020","01","20","0","0","1673926613","","0","01-00911","0","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93727","1","37","1","","0","01-00921","01-00921","open","1","n","0","0","0","0","n","n","1579570915","2020","01","20","0","0","1675032902","","0","157-190-S ^AIR/OIL SEPARATOR","130","AS","","0","0","0","0","7","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93728","1","37","1","","0","01-00931","01-00931","closed","2","n","0","0","0","0","n","n","1579570919","2020","01","20","0","0","1673926613","","0","01-00931","0","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93729","1","37","1","","0","01-00941","01-00941","open","1","n","0","0","0","0","n","n","1579570923","2020","01","20","0","0","1675005448","","0","use KV70-001K AIR/OIL SEPARATOR","84","AS","","3","0","0","0","4","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93730","1","37","1","","0","01-00942","01-00942","closed","2","n","0","0","0","0","n","n","1579570927","2020","01","20","0","0","1673926613","","0","01-00942","0","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93731","1","37","1","","0","01-00971","01-00971","open","1","n","0","0","0","0","n","n","1579570932","2020","01","20","0","0","1675027368","","0","1614-5563-00 ^AIR/OIL SEPARATOR","72","AS","","0","0","0","0","8","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93732","1","37","1","","0","01-00981","01-00981","open","1","n","0","0","0","0","n","n","1579570936","2020","01","20","0","0","1675060756","","0","use KV100-016 92866508 ^AIR/OIL SEPARATOR","59.75","AS","","1","0","0","0","6","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93733","1","37","1","","0","01-00991","01-00991","open","1","n","0","0","0","0","n","n","1579570940","2020","01","20","0","0","1674986822","","0","use KV60-053 CEIR65P ^AIR/OIL SEPARATOR","59.75","AS","","45","0","0","0","5","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93734","1","37","1","","0","01-01001","01-01001","open","1","n","0","0","0","0","n","n","1579570944","2020","01","20","0","0","1675001902","","0","use KV88-007 ^AIR/OIL SEPARATOR","67","AS","","4","0","0","0","7","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93735","1","37","1","","0","01-01002","01-01002","open","1","n","0","0","0","0","n","n","1579570952","2020","01","20","0","0","1675045909","","0","CEL69A ^AIR/OIL SEPARATOR","97.75","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93736","1","37","1","","0","01-01003","01-01003","open","1","n","0","0","0","0","n","n","1579570956","2020","01","20","0","0","1675014597","","0","19162186 ^AIR/OIL SEPARATOR","52.75","AS","","0","0","0","0","6","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93737","1","37","1","","0","01-01005","01-01005","open","1","n","0","0","0","0","n","n","1579570960","2020","01","20","0","0","1674416309","","0","9056979 ^AIR/OIL SEPARATOR","92.25","AS","","9","0","0","0","5","0","0","0","25","0","EACH","0","","STOCK","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93738","1","37","1","","0","01-01031","01-01031","open","1","n","0","0","0","0","n","n","1579570964","2020","01","20","0","0","1675012278","","0","CEJ69A ^AIR/OIL SEPARATOR","84.5","AS","","0","0","0","0","7","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93739","1","37","1","","0","01-01032","01-01032","open","1","n","0","0","0","0","n","n","1579570968","2020","01","20","0","0","1675020077","","0","Q1918 ^AIR/OIL SEPARATOR","91.25","AS","","0","0","0","0","8","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93740","1","37","1","","0","01-01033","01-01033","open","1","n","0","0","0","0","n","n","1579570972","2020","01","20","0","0","1674999906","","0","CEJ69P ^AIR/OIL SEPARATOR","97","AS","","0","0","0","0","6","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93741","1","37","1","","0","01-01042","01-01042","closed","2","n","0","0","0","0","n","n","1579570976","2020","01","20","0","0","1673926613","","0","01-01042","0","AS","","0","0","0","0","8","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93742","1","37","1","","0","01-01043","01-01043","open","1","n","0","0","0","0","n","n","1579570980","2020","01","20","0","0","1675015016","","0","98262/5073 ^AIR/OIL SEPARATOR","127","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93743","1","37","1","","0","01-01045","01-01045","open","1","n","0","0","0","0","n","n","1579570984","2020","01","20","0","0","1675038466","","0","use KV100-023 1613-6880-00 ^AIR/OIL SEPARATOR","86.25","AS","","47","0","0","0","8","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93744","1","37","1","","0","01-01051","01-01051","closed","2","n","0","0","0","0","n","n","1579570989","2020","01","20","0","0","1675051010","","0","CEJ106 ^AIR/OIL SEPARATOR use kv105-001","121.5","AS","","6","0","0","0","18","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93745","1","37","1","","0","01-01059","01-01059","closed","2","n","0","0","0","0","n","n","1579570993","2020","01","20","0","0","1629238226","","0","01-01059","0","AS","","0","0","0","0","2","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","","","","",
"93746","1","37","1","","0","01-01061","01-01061","open","1","n","0","0","0","0","n","n","1579570997","2020","01","20","0","0","1674986910","","0","1613-6841-00 ^AIR/OIL SEPARATOR","130","AS","","0","0","0","0","9","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93747","1","37","1","","0","01-01071","01-01071","open","1","n","0","0","0","0","n","n","1579571002","2020","01","20","0","0","1675036522","","0","561431 ^AIR/OIL SEPARATOR","91.75","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93748","1","37","1","","0","01-01072","01-01072","open","1","n","0","0","0","0","n","n","1579571007","2020","01","20","0","0","1675034332","","0","EAS60 ^AIR/OIL SEPARATOR","72","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93749","1","37","1","","0","01-01081","01-01081","open","1","n","0","0","0","0","n","n","1579571011","2020","01","20","0","0","1674998492","","0","22114040 ^(U5IA) AIR/OIL SEPARATOR","58.75","AS","","0","0","0","0","8","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93750","1","37","1","","0","01-01091","01-01091","closed","2","n","0","0","0","0","n","n","1579571015","2020","01","20","0","0","1673926613","","0","01-01091","0","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93751","1","37","1","","0","01-01101","01-01101","open","1","n","0","0","0","0","n","n","1579571020","2020","01","20","0","0","1674995717","","0","use KV90-001K  AIR/OIL SEPARATOR","85.75","AS","","0","0","0","0","5","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93752","1","37","1","","0","01-01121","01-01121","open","1","n","0","0","0","0","n","n","1579571025","2020","01","20","0","0","1674996972","","0","3422007500 ^AIR/OIL SEPARATOR","116.25","AS","","0","0","0","0","8","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93753","1","37","1","","0","01-01142","01-01142","open","1","n","0","0","0","0","n","n","1579571029","2020","01","20","0","0","1675015666","","0","use KV110-003 98262/108 ^AIR/OIL SEPARATOR","70.75","AS","","48","0","0","0","6","0","0","0","25","0","EACH","0","","STOCK","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93754","1","37","1","","0","01-01143","01-01143","closed","2","n","0","0","0","0","n","n","1579571034","2020","01","20","0","0","1673926613","","0","01-01143","0","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93755","1","37","1","","0","01-01150","01-01150","closed","2","n","0","0","0","0","n","n","1579571042","2020","01","20","0","0","1673926613","","0","01-01150","0","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93756","1","37","1","","0","01-01161","01-01161","open","1","n","0","0","0","0","n","n","1579571046","2020","01","20","0","0","1675052996","","0","use KV610-014 38008579 ^AIR/OIL SEPARATOR","170","AS","","26","0","0","0","8","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93757","1","37","1","","0","01-01175","01-01175","open","1","n","0","0","0","0","n","n","1579571050","2020","01","20","0","0","1675049384","","0","use KV120-005  AIR/OIL SEPARATOR","95","AS","","3","0","0","0","7","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93758","1","37","1","","0","01-01181","01-01181","open","1","n","0","0","0","0","n","n","1579571053","2020","01","20","0","0","1675037668","","0","use KV325-034P 305229 ^AIR/OIL SEPARATOR","110.25","AS","","2","0","0","0","8","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93759","1","37","1","","0","01-01182/2","01-01182-2","open","1","n","0","0","0","0","n","n","1579571057","2020","01","20","0","0","1675055586","","0","SELL XD-01182","75","AS","","0","0","0","0","4","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93760","1","37","1","","0","01-01183","01-01183","closed","2","n","0","0","0","0","n","n","1579571061","2020","01","20","0","0","1673926613","","0","01-01183","0","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93761","1","37","1","","0","01-01189","01-01189","open","1","n","0","0","0","0","n","n","1579571065","2020","01","20","0","0","1675024619","","0","01-01189","168.5","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93762","1","37","1","","0","01-01191","01-01191","open","1","n","0","0","0","0","n","n","1579571070","2020","01","20","0","0","1675041485","","0","CES69AP ^AIR/OIL SEPARATOR","65.25","AS","","0","0","0","0","6","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93763","1","37","1","","0","01-01192","01-01192","closed","2","n","0","0","0","0","n","n","1579571074","2020","01","20","0","0","1675031067","","0","CEIR611 ^AIR/OIL SEPARATOR use kv125-035p","76.75","AS","","21","0","0","0","6","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93764","1","37","1","","0","01-01194","01-01194","closed","2","n","0","0","0","0","n","n","1579571079","2020","01","20","0","0","1673926613","","0","01-01194","0","AS","","0","0","0","0","6","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93765","1","37","1","","0","01-01201","01-01201","closed","2","n","0","0","0","0","n","n","1579571084","2020","01","20","0","0","1673926613","","0","01-01201","0","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93766","1","37","1","","0","01-01202","01-01202","closed","2","n","0","0","0","0","n","n","1579571088","2020","01","20","0","0","1673926613","","0","01-01202","0","AS","","0","0","0","0","12","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","0","0","0","","","","",
"93767","1","37","1","","0","01-01203","01-01203","closed","2","n","0","0","0","0","n","n","1579571092","2020","01","20","0","0","1636400035","","0","01-01203","0","AS","","0","0","0","0","0","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","","","","",
"93768","1","37","1","","0","01-01221","01-01221","open","1","n","0","0","0","0","n","n","1579571097","2020","01","20","0","0","1675003010","","0","3422008300 ^AIR/OIL SEPARATOR","125.75","AS","","4","0","0","0","8","0","0","0","25","0","EACH","0","","","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
"93769","1","37","1","","0","01-01222/2","01-01222-2","open","1","n","0","0","0","0","n","n","1579571102","2020","01","20","0","0","1675000723","","0","use KV150-059 6.3566.0 AIR/OIL SEPARATOR","87.75","AS","","21","0","0","0","0","0","0","0","25","0","EACH","0","","STOCK","0","0","0","0","0","0","","","","0.0000","0.0000","0.0000","",
